"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"KCIJJUTG","conferencePaper","2024","J. Klamroth; B. Beckert","Bounding Rounding Errors in the Simulation of Quantum Circuits","2024 IEEE International Conference on Quantum Software (QSW)","","","10.1109/QSW62656.2024.00024","","Quantum simulators are a ubiquitous part of quantum software development. This is especially true for the current NISQ-era but will probably remain true for a long time as error-free controlled testing is hardly possible on real devices. However, quantum simulators are implemented in classical languages and thus fall prey to rounding errors. We present bounds on these errors based on the number of gates and qubits alone. This can be crucial to rule out rounding errors prior to executing the circuit. Additionally, we show that these theoretical bounds are sufficient to essentially rule out relevant rounding errors for the simulation of small to medium-sized circuits and even for larger circuits under the assumption that only 1- and 2-qubit gates are used.","2024-07-07","2026-07-02 19:57:59","2026-07-10 00:58:40","","99-106","","","","","","","","","","","","","","","","","","","","Journal Abbreviation: 2024 IEEE International Conference on Quantum Software (QSW)","","","","Quantum circuit; Software; Software development management; Logic gates; Qubit; quantum simulation; Upper bound; Testing; error-bounds; floating-point arithmetic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2024 IEEE International Conference on Quantum Software (QSW)","","","","","","","","","","","","","","",""
"926VF8UJ","conferencePaper","2021","G. O’Brien; J. A. Clark","Using Genetic Improvement to Retarget quantum Software on Differing Hardware","2021 IEEE/ACM International Workshop on Genetic Improvement (GI)","","","10.1109/GI52543.2021.00015","","Quantum computers are rapidly developing to a point where they can solve problems faster than any classical computation. In addition, competing standards for languages, models and architectures are also being created. These standards are often bespoke and aimed at optimizing around a single algorithm or problem. This can make it very difficult to reuse these them should the original hardware become unavailable or obsolete. We demonstrate a method that can compile circuits more generally across hardware constraints with the use of a genetic improvement inspired search technique that includes a realistic model of the hardware. We show that this method is effective at selecting gates that can be more easily implemented and run compared to generic optimization. This method reduces the total chance of failure. To ensure that these results are practical, empirical results are generated using different IBM hardware and a selection of real algorithms.","2021-05-30","2026-07-02 19:57:59","2026-07-10 00:58:18","","31-38","","","","","","","","","","","","","","","","","","","","Journal Abbreviation: 2021 IEEE/ACM International Workshop on Genetic Improvement (GI)","","","","Software algorithms; Quantum circuit; Software; Computers; Hardware; Quantum Computing; Genetic Improvement; Genetics; Program Synthesis; Tools","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021 IEEE/ACM International Workshop on Genetic Improvement (GI)","","","","","","","","","","","","","","",""
"6IP4KKF5","journalArticle","2023","D. Ferrari; S. Carretta; M. Amoretti","A Modular Quantum Compilation Framework for Distributed Quantum Computing","IEEE Transactions on Quantum Engineering","","2689-1808","10.1109/TQE.2023.3303935","","For most practical applications, quantum algorithms require large resources in terms of qubit number, much larger than those available with current noisy intermediate-scale quantum processors. With the network and communication functionalities provided by the quantum Internet, distributed quantum computing (DQC) is considered as a scalable approach for increasing the number of available qubits for computational tasks. For DQC to be effective and efficient, a quantum compiler must find the best partitioning for the quantum algorithm and then perform smart remote operation scheduling to optimize Einstein–Podolsky–Rosen (EPR) pair consumption. At the same time, the quantum compiler should also find the best local transformation for each partition. In this article, we present a modular quantum compilation framework for DQC that takes into account both network and device constraints and characteristics. We implemented and tested a quantum compiler based on the proposed framework with some circuits of interest, such as the VQE and QFT ones, considering different network topologies, with quantum processors characterized by heavy-hexagon coupling maps. We also devised a strategy for remote scheduling that can exploit both TeleGate and TeleData operations and tested the impact of using either only TeleGates or both. The evaluation results show that TeleData operations can have a positive impact on the number of consumed EPR pairs, depending on the characteristic of compiled circuit. Meanwhile, choosing a more connected network topology helps reduce the number of layers dedicated to remote operations.","2023","2026-07-02 19:57:59","2026-07-10 00:57:37","","1-13","","","4","","IEEE Transactions on Quantum Engineering","","","","","","","","","","","","","","","","","","","Quantum circuit; Quantum computing; Logic gates; Qubit; Program processors; Distributed quantum computing (DQC); Network topology; quantum compilation; quantum Internet","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UEBEYDFN","conferencePaper","2023","J. Ammermann; T. Bittner; D. Eichhorn; I. Schaefer; C. Seidl","Can Quantum Computing Improve Uniform Random Sampling of Large Configuration Spaces?","2023 IEEE/ACM 4th International Workshop on Quantum Software Engineering (Q-SE)","","","10.1109/Q-SE59154.2023.00012","","A software product line models the variability of highly configurable systems. Complete exploration of all valid configurations (the configuration space) is infeasible as it grows exponentially with the number of features in the worst case. In practice, few representative configurations are sampled instead, which may be used for software testing or hardware verification. Pseudo-randomness of modern computers introduces statistical bias into these samples. Quantum computing enables truly random, uniform configuration sampling based on inherently random quantum physical effects. We propose a method to encode the entire configuration space in a superposition and then measure one random sample. We show the method's uniformity over multiple samples and investigate its scale for different feature models. We discuss the possibilities and limitations of quantum computing for uniform random sampling regarding current and future quantum hardware.","2023-05-17","2026-07-02 19:58:00","2026-07-10 00:58:36","","34-41","","","","","","","","","","","","","","","","","","","","Journal Abbreviation: 2023 IEEE/ACM 4th International Workshop on Quantum Software Engineering (Q-SE)","","","","Scalability; Computers; Quantum computing; Computational modeling; Quantum algorithm; Quantum mechanics; Software product lines; Software testing; Uniform sampling","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2023 IEEE/ACM 4th International Workshop on Quantum Software Engineering (Q-SE)","","","","","","","","","","","","","","",""
"6J5BH948","journalArticle","2022","K. Korzekwa; Z. Puchała; M. Tomamichel; K. Życzkowski","Encoding Classical Information Into Quantum Resources","IEEE Transactions on Information Theory","","1557-9654","10.1109/TIT.2022.3157440","","We introduce and analyse the problem of encoding classical information into different resources of a quantum state. More precisely, we consider a general class of communication scenarios characterised by encoding operations that commute with a unique resource destroying map and leave free states invariant. Our motivating example is given by encoding information into coherences of a quantum system with respect to a fixed basis (with unitaries diagonal in that basis as encodings and the decoherence channel as a resource destroying map), but the generality of the framework allows us to explore applications ranging from super-dense coding to thermodynamics. For any state, we find that the number of messages that can be encoded into it using such operations in a one-shot scenario is upper bounded in terms of the information spectrum relative entropy between the given state and its version with erased resources. Furthermore, if the resource destroying map is the twirling channel over some unitary group, we find matching one-shot lower bounds as well. In the asymptotic setting where we encode into many copies of the resource state, our bounds yield an operational interpretation of resource monotones such as the relative entropy of coherence and its corresponding relative entropy variance.","2022-07","2026-07-02 19:58:00","2026-07-10 00:59:05","","4518-4530","","7","68","","IEEE Transactions on Information Theory","","","","","","","","","","","","","","","","","","","Quantum system; Encoding; Testing; Decoding; Entropy; Extraterrestrial measurements; quantum entanglement; quantum mechanics; Thermodynamics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WTJ92XHF","conferencePaper","2025","A. Tudisco; D. Volpe; G. Turvani","Multi-VQC: A Novel QML Approach for Enhancing Healthcare Classification","2025 IEEE International Conference on Quantum Software (QSW)","","","10.1109/QSW67625.2025.00013","","Accurate and reliable diagnosis of diseases is crucial in enabling timely medical treatment and enhancing patient survival rates. In recent years, Machine Learning has revolutionized diagnostic practices by creating classification models capable of identifying diseases. However, these classification problems often suffer from significant class imbalances, which can inhibit the effectiveness of traditional models. Therefore, the interest in Quantum models has arisen, driven by the captivating promise of overcoming the limitations of the classical counterpart thanks to their ability to express complex patterns by mapping data in a higher-dimensional computational space. This work proposes a novel approach for enhancing the classification performance of Quantum Neural Networks (QNN) consisting of multiple Variational Quantum Circuits (VQCs) arranged sequentially. This strategy increases the nonlinearity of the model by exploiting the measurement operation and improving its ability to capture complex patterns. In this analysis, the proposed method is compared against classical models while varying its degrees of freedom, specifically the number of involved VQCs, on three well-known healthcare datasets - Prostate Cancer, Heart Failure, and Diabetes. The results prove the potential of the quantum model and demonstrate the validity of the proposed approach, showing that its advantage increases with the complexity of the classification.","2025-07-07","2026-07-02 19:58:00","2026-07-10 00:57:04","","28-34","","","","","","","","","","","","","","","","","","","","Journal Abbreviation: 2025 IEEE International Conference on Quantum Software (QSW)","","","","Quantum circuit; Software; Computational modeling; Integrated circuit modeling; Machine learning; Topology; Quantum Machine Learning; Classification; Neural networks; Quantum Neural Network; Cardiovascular diseases; Diabetes; Healthcare; Prostate cancer; Variational Quantum Circuits","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2025 IEEE International Conference on Quantum Software (QSW)","","","","","","","","","","","","","","",""
"LMYEDVJH","conferencePaper","2023","H. T. Nguyen; M. Usman; R. Buyya","iQuantum: A Case for Modeling and Simulation of Quantum Computing Environments","2023 IEEE International Conference on Quantum Software (QSW)","","","10.1109/QSW59989.2023.00013","","Today’s quantum computers are primarily accessible through the cloud and are expected to be deployed in edge networks in the near future. With the rapid advancement and proliferation of quantum computing research worldwide, there has been a considerable increase in demand for using cloud-based quantum computation resources. This demand has highlighted the need for designing efficient and adaptable resource management strategies and service models for quantum computing. However, the limited quantity, quality, and accessibility of quantum resources pose significant challenges to practical research in quantum software and systems. To address these challenges, we propose iQuantum, a first-of-its-kind simulation toolkit that can model quantum computing environments for prototyping and evaluating system design and scheduling algorithms. This paper presents the quantum computing system model, architectural design, proof-of-concept implementation, potential use cases, and future development of iQuantum. Our proposed iQuantum simulator is anticipated to boost research in quantum software and systems, particularly in the creation and evaluation of policies and algorithms for resource management, job scheduling, and hybrid quantum-classical task orchestration in quantum computing environments integrating edge and cloud resources.","2023-07-02","2026-07-02 19:58:00","2026-07-10 00:58:25","","21-30","","","","","","","","","","","","","","","","","","","","Journal Abbreviation: 2023 IEEE International Conference on Quantum Software (QSW)","","","","Software algorithms; Software; Computers; Quantum computing; Computational modeling; quantum computing; Adaptation models; hybrid quantum computing; quantum cloud modeling; quantum job scheduling; Scheduling algorithms; simulation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2023 IEEE International Conference on Quantum Software (QSW)","","","","","","","","","","","","","","",""
"3TLVKL3M","conferencePaper","2021","H. -C. Cheng; A. Winter; N. Yu","Discrimination of quantum states under locality constraints in the many-copy setting","2021 IEEE International Symposium on Information Theory (ISIT)","","","10.1109/ISIT45174.2021.9518100","","We study the discrimination of a pair of orthogonal quantum states in the many-copy setting. This is not a problem when arbitrary quantum measurements are allowed, as then the states can be distinguished perfectly even with one copy. However, it becomes highly nontrivial when we consider states of a multipartite system and locality constraints are imposed. We hence focus on the restricted families of measurements such as local operation and classical communication (LOCC), separable operations (SEP), and the positive-partial-transpose operations (PPT) in this paper. We first study asymptotic discrimination of an arbitrary multipartite entangled pure state against its orthogonal complement using LOCC/SEP/PPT measurements. We prove that the incurred optimal average error probability always decays exponentially in the number of copies, by proving upper and lower bounds on the exponent. In the special case of discriminating a maximally entangled state against its orthogonal complement, we determine the explicit expression for the optimal average error probability, thus establishing the associated Chernoff exponent. Our technique is based on the idea of using PPT operations to approximate LOCC. Then, we show an infinite asymptotic separation between SEP and PPT operations by providing a pair of states constructed from an unextendible product basis (UPB): they can be distinguished perfectly by PPT measurements, while the optimal error probability using SEP measurements admits an exponential lower bound. On the technical side, we prove this result by providing a quantitative version of the well-known statement that the tensor product of UPBs is UPB.","2021-07-12","2026-07-02 19:58:00","2026-07-10 00:58:23","","1188-1193","","","","","","","","","","","","","","","","","","","","Journal Abbreviation: 2021 IEEE International Symposium on Information Theory (ISIT)","","","","Quantum state; Quantum entanglement; Error probability; Measurement uncertainty; Tensors; Information theory","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021 IEEE International Symposium on Information Theory (ISIT)","","","","","","","","","","","","","","",""
"G69HNDMQ","conferencePaper","2024","A. Sander; I. -A. Florea; L. Burgholzer; R. Wille","Stripping Quantum Decision Diagrams of their Identity","2024 IEEE International Conference on Quantum Software (QSW)","","","10.1109/QSW62656.2024.00032","","Classical representations of quantum states and operations as vectors and matrices are plagued by an exponential growth in memory and runtime requirements for increasing system sizes. Based on their use in classical computing, an alternative data structure known as Decision Diagrams (DDs) has been proposed, which, in many cases, provides both a more compact representation and more efficient computation. In the classical realm, decades of research have been conducted on DDs and numerous variations tailored for specific applications exist. However, DDs for quantum computing are just in their infancy and there is still room for tailoring them to this new technology. In particular, existing representations of DDs require extending all operations in a quantum circuit to the full system size through extension by nodes representing identity matrices. In this work, we make an important step forward for quantum DDs by stripping these identity structures from quantum operations. This significantly reduces the number of nodes required to represent them as well as eases the pressure on key building blocks of their implementation. As a result, we obtain a structure that is more natural for quantum computing and significantly speeds up computations—with a runtime improvement of up to 70 × compared to the state-of-the-art.","2024-07-07","2026-07-02 19:58:00","2026-07-10 00:57:02","","168-174","","","","","","","","","","","","","","","","","","","","Journal Abbreviation: 2024 IEEE International Conference on Quantum Software (QSW)","","","","Quantum state; Vectors; Software; Quantum Computing; Memory management; Runtime; Quantum Circuit Simulation; Circuit simulation; Data structures; Decision Diagrams","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2024 IEEE International Conference on Quantum Software (QSW)","","","","","","","","","","","","","","",""
"VA3W7TFM","conferencePaper","2024","M. Kölle; G. Stenzel; J. Stein; S. Zielinski; B. Ommer; C. Linnhoff-Popien","Quantum Denoising Diffusion Models","2024 IEEE International Conference on Quantum Software (QSW)","","","10.1109/QSW62656.2024.00023","","In recent years, machine learning models like DALL-E, Craiyon, and Stable Diffusion have gained significant attention for their ability to generate high-resolution images from concise descriptions. Concurrently, quantum computing is showing promising advances, especially with quantum machine learning which capitalizes on quantum mechanics to meet the increasing computational requirements of traditional machine learning algorithms. This paper explores the integration of quantum machine learning and variational quantum circuits to augment the efficacy of diffusion-based image generation models. Specifically, we address two challenges of classical diffusion models: their low sampling speed and the extensive parameter requirements. We introduce two quantum diffusion models and benchmark their capabilities against their classical counterparts using MNIST digits, Fashion MNIST, and CIFAR-10. Our models surpass the classical models with similar parameter counts in terms of performance metrics FID, SSIM, and PSNR. Moreover, we introduce a consistency model unitary single sampling architecture that combines the diffusion procedure into a single step, enabling a fast one-step image generation.","2024-07-07","2026-07-02 19:58:00","2026-07-10 00:59:26","","88-98","","","","","","","","","","","","","","","","","","","","Journal Abbreviation: 2024 IEEE International Conference on Quantum Software (QSW)","","","","Computational modeling; Benchmark testing; Computer architecture; Measurement; Quantum Machine Learning; Variational Quantum Circuits; Denoising Diffusion; Diffusion models; Image synthesis; Noise reduction; Quantum Convolutions; Quantum Diffusion Models","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2024 IEEE International Conference on Quantum Software (QSW)","","","","","","","","","","","","","","",""
"2L9FD6H2","conferencePaper","2024","K. J. Mesman; F. Battistel; E. Reehuis; D. d. Jong; M. J. Tiggelman; J. Gloudemans; J. C. v. Oven; C. C. Bultink","Q-Profile: Profiling Tool for Quantum Control Stacks applied to the Quantum Approximate Optimization Algorithm","2024 IEEE International Conference on Quantum Software (QSW)","","","10.1109/QSW62656.2024.00026","","Scaling up the number of qubits and accelerating quantum algorithms are important steps towards reaching quantum advantage. This poses heavy demands, as pulses need to be distributed to an increasing number of control channels and variational algorithms require rapid interleaving of quantum and classical computation. Assessing the bottlenecks in the control stack is therefore key to prepare it for reaching quantum advantage. However, existing benchmark suites suffer from indirect access to control hardware, limiting accuracy. In this work, we present Q-Profile, a tool to profile quantum control stacks using a direct connection from the host CPU to the control stack, providing fine accuracy in measuring runtime and allowing to identify performance bottlenecks. We demonstrate our tool by benchmarking the Quantum Approximate Optimization Algorithm on a Qblox Cluster for a virtual 4 to 14-qubit transmon system and identify the major execution bottlenecks. We estimate a 1.40x total runtime speedup by using an active qubit reset, and demonstrate a further 1.37x speedup by parallel control module initialization. The presented method of profiling is included in the open-source Quantify quantum control software, making it applicable to other control-stack providers and to other benchmarks, while still providing detailed information. By extension, this tool will enable identifying and eliminating bottlenecks for future quantum acceleration.","2024-07-07","2026-07-02 19:58:00","2026-07-10 00:59:05","","116-124","","","","","","","","","","","","","","","","","","","","Journal Abbreviation: 2024 IEEE International Conference on Quantum Software (QSW)","","","","Software algorithms; Accuracy; NISQ; Benchmark testing; Qubit; Quantum algorithm; Benchmarking; Runtime; Accelerating; Profiling; Quantum advantage; Quantum control stacks","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2024 IEEE International Conference on Quantum Software (QSW)","","","","","","","","","","","","","","",""
"XYNALK6V","conferencePaper","2026","L. Schmid; K. Staudacher; R. Wille","Alternating ZX Circuit Extraction for Hardware-Adaptive Compilation","2026 Design, Automation & Test in Europe Conference (DATE)","1558-1101","","10.23919/DATE69613.2026.11539068","","We present a novel quantum circuit extraction scheme that tightly integrates graph-like ZX diagrams with hardware-adaptive routing. The method utilizes the degrees of freedom during the conversion from a ZX diagram to a quantum circuit (extraction). It alternates between generating multiple extraction options and evaluating them based on hardware constraints, allowing the routing algorithm to inform and guide the extraction process. This feedback loop extends existing graph-like ZX extraction and supports modular integration of different extraction algorithms, routing strategies, and target hardware, making it a versatile building block during compilation. To perform numerical evaluations, a reference instance of the scheme is implemented with SWAP-based routing for neutral atom hardware and evaluated using various benchmark collections on small-to mid-scale circuits. The reference code is available as open-source, allowing fast integration of other extraction and/or routing tools to stimulate further research and foster improvements of the proposed scheme.","2026-04-20","2026-07-02 19:58:00","2026-07-10 00:59:15","","1-7","","","","","","","","","","","","","","","","","","","","Journal Abbreviation: 2026 Design, Automation & Test in Europe Conference (DATE)","","","","Quantum circuit; Hardware; Routing; Qubit; Circuits; Printing; Wire; Algorithms; Wires; Aluminum","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2026 Design, Automation & Test in Europe Conference (DATE)","","","","","","","","","","","","","","",""
"T8DXQ5V5","conferencePaper","2024","J. Romero-Alvarez; J. Alvarado-Valiente; J. Casco-Seco; E. Moguel; J. Garcia-Alonso; J. M. Murillo","Scheduling Process of Quantum Circuits to Optimize Tasks Execution on Quantum Computers","2024 IEEE International Conference on Quantum Computing and Engineering (QCE)","","","10.1109/QCE60285.2024.10275","","Quantum computing holds significant potential across various fields such as cybersecurity, finance, and health-care, among many others. However, we currently face multiple limitations such as the low availability of computers, the underutilization of available qubits, and the ever-increasing number of users, which results in prolonged waiting times. This, combined with the cost of executions, limits access to quantum computing. To address these challenges, we propose a scheduling process to optimize task execution on quantum computers. The proposed scheduling process unifies multiple circuits to enhance the efficiency of resource utilization in quantum machines. This approach allows for better use of available qubits and reduces the associated execution costs. We validate the proposed method employing various quantum algorithms by systematically examining the scheduling process through a comparative case study between two quantum service providers: IBM Quantum and Amazon Braket. This validation has shown that the scheduling process does not generate a significant impact on the results, ensuring similar results to single circuit executions with a fraction of the cost.","2024-09-15","2026-07-02 19:58:00","2026-07-10 00:58:42","","182-186","","","02","","","","","","","","","","","","","","","","","Journal Abbreviation: 2024 IEEE International Conference on Quantum Computing and Engineering (QCE)","","","","Quantum circuit; Software; Computers; Quantum computing; Qubit; Quantum Computing; Quantum algorithm; Costs; Processor scheduling; Scheduling; Quantum Circuit Scheduling; Quantum Software Engineering; Resource management","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2024 IEEE International Conference on Quantum Computing and Engineering (QCE)","","","","","","","","","","","","","","",""
"J8BTSKLH","conferencePaper","2025","J. Alvarado-Valiente; J. Romero-Alvarez; J. Casco-Seco; E. Moguel; J. Garcia-Alonso; J. M. Murillo","A Service for the Parallelization of Quantum Circuits","2025 IEEE CHILEAN Conference on Electrical, Electronics Engineering, Information and Communication Technologies (CHILECON)","2832-1537","","10.1109/CHILECON66915.2025.11476574","","Current quantum computing platforms often exhibit suboptimal hardware utilization, with most circuits engaging only a fraction of the available qubits. This inefficiency inflates execution costs, extends queueing times, and hampers scalability, particularly in shared, cloud-based environments. This paper introduces a service-oriented architecture for the parallel execution of quantum circuits that jointly schedules and executes logically independent circuits within a single task. The service supports multiple configurable scheduling policies, based on criteria such as circuit depth, number of qubits, and number of shots, and ensures logical separation of circuits with accurate result demultiplexing. Extensive validation on real quantum hardware, including IBM and AWS processors, demonstrates significant improvements: task submission reductions of up to 95%, cost savings of up to 93%, and fidelity levels exceeding 97% even under high utilization. This solution offers a reusable, extensible approach that enhances resource efficiency and performance in Quantum Computing as a Service platforms.","2025-10-28","2026-07-02 19:58:00","2026-07-10 00:58:35","","1-4","","","","","","","","","","","","","","","","","","","","Journal Abbreviation: 2025 IEEE CHILEAN Conference on Electrical, Electronics Engineering, Information and Communication Technologies (CHILECON)","","","","Quantum circuit; Quantum Computing; Circuits; Circuits and systems; Communications technology; Information and communication technology; Quantum communication; Quantum Software Engineering; Circuit synthesis; Parallel Execution; Quantum Computing as a Service; Service-oriented architecture; Web services","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2025 IEEE CHILEAN Conference on Electrical, Electronics Engineering, Information and Communication Technologies (CHILECON)","","","","","","","","","","","","","","",""
"JR5CCKLN","conferencePaper","2025","L. S. Herzog; L. Burgholzer; C. Ufrecht; D. D. Scherer; R. Wille","Joint Cutting for Hybrid Schrödinger-Feynman Simulation of Quantum Circuits","2025 62nd ACM/IEEE Design Automation Conference (DAC)","","","10.1109/DAC63849.2025.11133287","","Despite the continuous advancements in size and robustness of real quantum devices, reliable large-scale quantum computers are not yet available. Hence, classical simulation of quantum algorithms remains crucial for testing new methods and estimating quantum advantage. Pushing classical simulation methods to their limit is essential, particularly due to their inherent exponential complexity. Besides the established Schrödinger-style full statevector simulation, so-called Hybrid Schrödinger-Feynman (HSF) approaches have shown promise to make simulations more efficient. HSF simulation employs the idea of “cutting” the circuit into smaller parts, reducing their execution times. This, however, comes at the cost of an exponential overhead in the number of cuts. Inspired by the domain of Quantum Circuit Cutting, we propose an HSF simulation method based on the idea of “joint cutting” to significantly reduce the aforementioned overhead. This means that, prior to the cutting procedure, gates are collected into “blocks” and all gates in a block are jointly cut instead of individually. We investigate how the proposed refinement can help decrease simulation times and highlight the remaining challenges. Experimental evaluations show that “joint cutting” can outperform the standard HSF simulation by up to a factor $\approx 4000 \times$ and the Schrödinger-style simulation by a factor $\approx 200 \times$ for suitable instances. The implementation is available at https://github.com/cda-tum/mqt-qsim-joint-cutting.","2025-06-22","2026-07-02 19:58:00","2026-07-10 00:59:15","","1-7","","","","","","","","","","","","","","","","","","","","Journal Abbreviation: 2025 62nd ACM/IEEE Design Automation Conference (DAC)","","","","Design automation; Quantum circuit; Logic gates; Qubit; quantum computing; Quantum algorithm; Testing; circuit cutting; Standards; Robustness; Quantum advantage; classical simulation; hybrid Schrödinger-Feynman; joint cutting; Shape","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2025 62nd ACM/IEEE Design Automation Conference (DAC)","","","","","","","","","","","","","","",""
"RGSEXL4E","conferencePaper","2025","J. Alvarado-Valiente; J. Romero-Alvarez; J. Casco-Seco; E. Moguel; J. Garcia-Alonso","Quantum Island Mapping: Optimizing Multi-Circuit Execution in Quantum Processors","2025 IEEE International Conference on Quantum Computing and Engineering (QCE)","","","10.1109/QCE65121.2025.00091","","Currently, quantum processors offered by quantum service providers are significantly underutilized, resulting in high execution costs and limited scalability. Various approaches have explored parallelization and circuit scheduling techniques to improve resource utilization. While these methods can significantly reduce both cost and execution times, they often have an impact on the results' noise. Addressing this challenge, this emerging study proposes a technique called Quantum Island Mapping, which enables the execution of multiple quantum circuits by separating them into “islands” within the qubit topology of a processor. The goal is to schedule multiple circuits into a single task to reduce execution costs and queuing, while maintaining a controlled separation of qubits between circuits to minimize interferences. To achieve this, separation distance parameters are defined, specifying the minimum number of qubits between different islands. This allows for configurations ranging from zero separation (maximum processor utilization) to maximum separation (single-circuit execution). The technique has been validated through experiments on a real quantum computer using well-known quantum algorithms, achieving optimal results.","2025-09-30","2026-07-02 19:58:00","2026-07-10 00:58:35","","791-796","","","01","","","","","","","","","","","","","","","","","Journal Abbreviation: 2025 IEEE International Conference on Quantum Computing and Engineering (QCE)","","","","Quantum circuit; Scalability; Quantum computing; Software engineering; Qubit; Quantum Computing; Costs; Program processors; Topology; Schedules; Quantum Software Engineering; Resource management; Circuit Mapping; Quantum Topologies","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2025 IEEE International Conference on Quantum Computing and Engineering (QCE)","","","","","","","","","","","","","","",""
"NQTG83H3","journalArticle","2021","D. Leung; A. Nayak; A. Shayeghi; D. Touchette; P. Yao; N. Yu","Capacity Approaching Coding for Low Noise Interactive Quantum Communication Part I: Large Alphabets","IEEE Transactions on Information Theory","","1557-9654","10.1109/TIT.2021.3086221","","We consider the problem of implementing two-party interactive quantum communication over noisy channels, a necessary endeavor if we wish to fully reap quantum advantages for communication. For an arbitrary protocol with n messages, designed for a noiseless qudit channel over a poly (n ) size alphabet, our main result is a simulation method that fails with probability less than 2-Θ(nϵ) and uses a qudit channel over the same alphabet n(1 + Θ(√{ϵ} )) times, of which an ϵ fraction can be corrupted adversarially. The simulation is thus capacity achieving to leading order, and we conjecture that it is optimal up to a constant factor in the √{ϵ} term. Furthermore, the simulation is in a model that does not require pre-shared resources such as randomness or entanglement between the communicating parties. Our work improves over the best previously known quantum result where the overhead is a non-explicit large constant [Brassard et al., SICOMP'19] for low ϵ.","2021-08","2026-07-02 19:58:00","2026-07-10 00:57:37","","5443-5490","","8","67","","IEEE Transactions on Information Theory","","","","","","","","","","","","","","","","","","","Quantum state; Protocols; Quantum computing; Noise measurement; Error analysis; Quantum communication; channel capacity; Channel coding; interactive quantum communication; two-party computation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"433YFJ3N","conferencePaper","2025","D. Schoenberger; R. Wille","Orchestrating Multi-Zone Shuttling in Trapped-Ion Quantum Computers","2025 IEEE International Conference on Quantum Computing and Engineering (QCE)","","","10.1109/QCE65121.2025.00119","","Trapped-ion quantum computers are a promising platform, offering high-quality qubits with long coherence times and high-fidelity gate operations. The Quantum Charge Coupled Device (QCCD) architecture provides a scalable blueprint by leveraging the ability to shuttle ions between distinct zones. However, realizing such architectures in practice requires software support to manage ion movement across multi-zone layouts. In this work, we propose a compilation strategy for QCCD architectures with multiple processing zones located outside a grid-type memory zone. Unlike previous approaches that treat processing zones as black-boxes, our method explicitly models their structural constraints, enabling optimized ion movement to and through them. It combines qubit partitioning with dependency-aware gate selection to reduce inter-zone shuttling while enabling simultaneous gate execution. We implemented the method in an open-source tool and empirically demonstrated its effectiveness across several QCCD layouts, laying a foundation for the compilation of multi-zone trapped-ion systems.","2025-09-30","2026-07-02 19:58:00","2026-07-10 00:57:39","","1069-1075","","","01","","","","","","","","","","","","","","","","","Journal Abbreviation: 2025 IEEE International Conference on Quantum Computing and Engineering (QCE)","","","","Quantum circuit; Computers; Logic gates; Computational modeling; Qubit; Computer architecture; Layout; Ions; shuttling; Closed box; compilation; Dynamic scheduling; ion trap; qccd","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2025 IEEE International Conference on Quantum Computing and Engineering (QCE)","","","","","","","","","","","","","","",""
