"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"L8S7SMKN","conferencePaper","2026","W. Lambooy; J. Drewniok; M. Walter; R. Wille","Mastering the Exponential Complexity of Exact Physical Simulation of Silicon Dangling Bonds","2026 31st Asia and South Pacific Design Automation Conference (ASP-DAC)","2153-697X","","10.1109/ASP-DAC66049.2026.11420323","","Silicon Dangling Bond (SiDB) logic is a promising technology for energy-efficient computation, supported by significant advancements in manufacturing and design automation. However, physical simulation, essential for accurately predicting the behavior of SiDB logic prior to costly manufacturing, lags behind these developments. In particular, exact physical simulation, which scales exponentially with base 3, remains infeasible for larger SiDB assemblies, limiting its utility to small structures such as single gates. This computational bottleneck slows progress in SiDB technology and hinders the establishment of reliable ground truths for heuristic approaches. To address the challenge, this work presents a novel methodology for exact SiDB simulation that restructures the exponential search space according to a hierarchical clustering. The hierarchy structure enables a systematic pruning of the search space at its different levels: it provides an ordering of interactions between clusters of SiDBs to facilitate efficacious exploitation of dynamically-inferred problem-specific constraints-like solving a Sudoku. Experimental results demonstrate that the effective exponential base can be lowered to approximately 1.3, enabling, for the first time, the exact physical simulation of entire multi-gate SiDB circuits in minutes that would take the state of the art millions of years to compute. This breakthrough establishes a robust ground truth for SiDB logic validation, marking a pivotal step toward scalable, energy-efficient, and atomic-scale computing.","2026-01-19","2026-07-02 19:57:59","2026-07-10 01:02:37","","384-390","","","","","","","","","","","","","","","","","","","","Journal Abbreviation: 2026 31st Asia and South Pacific Design Automation Conference (ASP-DAC)","","","","Design automation; Reliability; Circuits; Layout; Complexity theory; Logic; Silicon; Energy efficiency; Search problems; Systematics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2026 31st Asia and South Pacific Design Automation Conference (ASP-DAC)","","","","","","","","","","","","","","",""
"Q3LQ4X9J","conferencePaper","2023","S. Li; K. D. Nguyen; Z. Clare; Y. Feng","Single-Qubit Gates Matter for Optimising Quantum Circuit Depth in Qubit Mapping","2023 IEEE/ACM International Conference on Computer Aided Design (ICCAD)","1558-2434","","10.1109/ICCAD57390.2023.10323863","","Quantum circuit transformation (QCT, a.k.a. qubit mapping) is a critical step in quantum circuit compilation. Typically, QCT is achieved by finding an appropriate initial mapping and using SWAP gates to route the qubits such that all connectivity constraints are satisfied. The objective of QCT can be to minimise circuit size or depth. Most existing QCT algorithms prioritise minimising circuit size, potentially overlooking the impact of single-qubit gates on circuit depth. In this paper, we first point out that a single SWAP gate insertion can double the circuit depth, and then propose a simple and effective method that takes into account the impact of single-qubit gates on circuit depth. Our method can be combined with many existing QCT algorithms to optimise circuit depth. The Qiskit SABRE algorithm has been widely accepted as the state-of-the-art algorithm for optimising both circuit size and depth. We demonstrate the effectiveness of our method by embedding it in SABRE, showing that it can reduce circuit depth by up to 50% and 27% on average on, for instance, Google Sycamore and 117 real quantum circuits from MQTBench.","2023-11-28","2026-07-02 19:57:59","2026-07-10 01:01:34","","1-9","","","","","","","","","","","","","","","","","","","","Journal Abbreviation: 2023 IEEE/ACM International Conference on Computer Aided Design (ICCAD)","","","","Design automation; Computers; Hardware; Logic gates; Performance evaluation; Qubit; Crosstalk","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2023 IEEE/ACM International Conference on Computer Aided Design (ICCAD)","","","","","","","","","","","","","","",""
"IECGK52S","conferencePaper","2025","J. Zappin; T. Stalnaker; O. Chaparro; D. Poshyvanyk","Bridging the Quantum Divide: Aligning Academic and Industry Goals in Software Engineering","2025 IEEE/ACM International Workshop on Quantum Software Engineering (Q-SE)","","","10.1109/Q-SE66736.2025.00013","","This position paper examines the substantial divide between academia and industry within quantum software engineering. For example, while academic research related to debugging and testing predominantly focuses on a limited subset of primarily quantum-specific issues, industry practitioners face a broader range of practical concerns, including software integration, compatibility, and real-world implementation hurdles. This disconnect mainly arises due to academia's limited access to industry practices and the often confidential, competitive nature of quantum development in commercial settings. As a result, academic advancements often fail to translate into actionable tools and methodologies that meet industry needs. By analyzing discussions within quantum developer forums, we identify key gaps in focus and resource availability that hinder progress on both sides. We propose collaborative efforts aimed at developing practical tools, methodologies, and best practices to bridge this divide, enabling academia to address the application-driven needs of industry and fostering a more aligned, sustainable ecosystem for quantum software development.","2025-05-03","2026-07-02 19:57:59","2026-07-10 00:58:44","","43-47","","","","","","","","","","","","","","","","","","","","Journal Abbreviation: 2025 IEEE/ACM International Workshop on Quantum Software Engineering (Q-SE)","","","","Software; Debugging; Software development management; Software engineering; Quantum mechanics; Testing; Industries; Collaboration; Ecosystems; Faces","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2025 IEEE/ACM International Workshop on Quantum Software Engineering (Q-SE)","","","","","","","","","","","","","","",""
"HGNEH5LB","conferencePaper","2025","F. Pratibha; P. Ganeriwala; N. Mahmud","Integrating Reconfigurable Accelerators with Quantum Computing","2025 IEEE International Conference on Quantum Computing and Engineering (QCE)","","","10.1109/QCE65121.2025.10329","","In hybrid quantum-classical (HQC) computing, the coherent execution of algorithms on quantum and classical resources is a critical challenge. Most HQC algorithms involve iterative exchanges of data between quantum and classical processors, causing system bottlenecks and leading to high latency in applications. In this paper, we propose a novel framework that unifies quantum and reconfigurable resources for HQC algorithms, to mitigate system bottlenecks and latency. The proposed framework integrates Field-Programmable Gate Arrays (FPGAs) with quantum processing units (QPUs) for deploying HQC algorithms. Classical subroutines of the algorithms are accelerated on FPGA fabric using a high-throughput processing pipeline, while quantum subroutines are executed on QPUs. High-level software is used to seamlessly facilitate workload distribution and data exchange between classical and quantum processors. To evaluate the proposed framework, an HQC algorithm, namely variational quantum classification and MNIST dataset are used as a test case. The results demonstrate that the FPGA pipeline achieves up to $8 \times$ improvement in runtime compared to the baseline of a state-of-the-art quantum software framework running on a server-grade CPU.","2025-09-30","2026-07-02 19:57:59","2026-07-10 00:58:09","","256-259","","","02","","","","","","","","","","","","","","","","","Journal Abbreviation: 2025 IEEE International Conference on Quantum Computing and Engineering (QCE)","","","","Software algorithms; Software; Quantum computing; Program processors; Runtime; Iterative algorithms; Classification algorithms; Fabrics; Field programmable gate arrays; Field-Programmable Gate Arrays; Hybrid Quantum-Classical Computing; Pipelines; Reconfigurable Computing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2025 IEEE International Conference on Quantum Computing and Engineering (QCE)","","","","","","","","","","","","","","",""
"8REJUMEF","conferencePaper","2025","H. Reiter; A. R. Hamid; F. Schlösser; M. B. Kjærgaard; W. Hasselbring","Ecoscape: Fault Tolerance Benchmark for Adaptive Remediation Strategies in Real-Time Edge ML","2025 IEEE International Conference on Quantum Software (QSW)","","","10.1109/QSW67625.2025.00041","","Edge computing offers significant advantages for real-time data processing tasks, such as object recognition, by reducing network latency and bandwidth usage. However, edge environments are susceptible to various types of fault. A remediator is an automated software component designed to adjust the configuration parameters of a software service dynamically. Its primary function is to maintain the service's operational state within predefined Service Level Objectives by applying corrective actions in response to deviations from these objectives. Remediators can be implemented based on the Kubernetes container orchestration tool by implementing remediation strategies such as rescheduling or adjusting application parameters. However, currently, there is no method to compare these remediation strategies fairly. This paper introduces Ecoscape, a comprehensive benchmark designed to evaluate the performance of remediation strategies in fault-prone environments. Using Chaos Engineering techniques, Ecoscape simulates realistic fault scenarios and provides a quantifiable score to assess the efficacy of different remediation approaches. In addition, it is configurable to support domainspecific Service Level Objectives. We demonstrate the capabilities of Ecoscape in edge machine learning inference, offering a clear framework to optimize fault tolerance in these systems without needing a physical edge testbed.","2025-07-07","2026-07-02 19:57:59","2026-07-10 00:58:24","","275-280","","","","","","","","","","","","","","","","","","","","Journal Abbreviation: 2025 IEEE International Conference on Quantum Software (QSW)","","","","Software; Fault tolerance; Fault tolerant systems; Quantum computing; Real-time systems; Benchmark testing; Machine learning; Autoscaling; Benchmark; Edge computing; Edge Computing; Fault Tolerance; Kubernetes; Machine Learning Inference; Object recognition; Real-Time; Refining; Remediation; Scheduling","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2025 IEEE International Conference on Quantum Software (QSW)","","","","","","","","","","","","","","",""
"YLQZ28JC","conferencePaper","2025","M. Strobl; M. Franz; E. Kuehn; W. Mauerer; A. Streit","QML-Essentials–A Framework for Working with Quantum Fourier Models","2025 IEEE International Conference on Quantum Software (QSW)","","","10.1109/QSW67625.2025.00035","","In this work, we propose a framework in the form of a Python package, specifically designed for the analysis of Quantum Machine Learning models. This framework is based on the PennyLane simulator and facilitates the evaluation and training of Variational Quantum Circuits. It provides additional functionality ranging from the ability to add different types of noise to the classical simulation, over different parameter initialisation strategies, to the calculation of expressibility and entanglement for a given model. As an intrinsic property of Quantum Fourier Models, it provides two methods for calculating the corresponding Fourier spectrum: one via the Fast Fourier Transform and another analytical method based on the expansion of the expectation value using trigonometric polynomials. It also provides a set of predefined approaches that allow a fast and straightforward implementation of Quantum Machine Learning models. With this framework, we extend the PennyLane simulator with a set of tools that allow researchers a more convenient start with Quantum Fourier Models and aim to unify the analysis of Variational Quantum Circuits.","2025-07-07","2026-07-02 19:57:59","2026-07-10 01:00:26","","238-243","","","","","","","","","","","","","","","","","","","","Journal Abbreviation: 2025 IEEE International Conference on Quantum Software (QSW)","","","","Quantum circuit; Software; Computational modeling; Integrated circuit modeling; Training; Quantum Computing; Machine learning; Noise; Quantum Machine Learning; Analytical models; Polynomials; Python; Quantum Software Framework","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2025 IEEE International Conference on Quantum Software (QSW)","","","","","","","","","","","","","","",""
"835SBM8E","conferencePaper","2024","D. Ferrari; M. Bandini; M. Amoretti","Execution Management of Distributed Quantum Computing Jobs","2024 IEEE International Conference on Quantum Computing and Engineering (QCE)","","","10.1109/QCE60285.2024.10269","","In a distributed quantum computation, a large quantum circuit gets sliced into sub-circuits that must be executed at the same time on a quantum computing cluster. The interactions between the sub-circuits are usually defined in terms of non-local gates that require shared entangled pairs and classical communication between different nodes. Assuming that multiple end users submit distributed quantum computing (DQC) jobs to the cluster, an execution management problem arises. This is actually a parallel job scheduling problem, in which a set of jobs of varying processing times need to be scheduled on multiple machines while trying to minimize the length of the schedule. In a previous work, we started investigating the problem considering random circuits and approximating the length of each DQC job with the number of layers of the circuit. In this work, we put forward the study by considering a more realistic model for estimating DQC job lengths and by performing evaluations with circuits of practical interest.","2024-09-15","2026-07-02 19:57:59","2026-07-10 00:57:36","","150-154","","","02","","","","","","","","","","","","","","","","","Journal Abbreviation: 2024 IEEE International Conference on Quantum Computing and Engineering (QCE)","","","","Quantum circuit; Quantum entanglement; Logic gates; Computational modeling; Integrated circuit modeling; Quantum networks; Measurement; Processor scheduling; Schedules; Scheduling; distributed quantum computing; execution management; job scheduling; quantum network","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2024 IEEE International Conference on Quantum Computing and Engineering (QCE)","","","","","","","","","","","","","","",""
"U85MA7ZY","conferencePaper","2025","B. Hien; M. Walter; S. Hofmann; R. Wille","A Fully Planar Approach to Field-Coupled Nanocomputing: Scalable Placement and Routing Without Wire Crossings","2025 IEEE 25th International Conference on Nanotechnology (NANO)","1944-9380","","10.1109/NANO63165.2025.11113822","","Field-coupled Nanocomputing (FCN) is a class of promising post-CMOS technologies that transmit information through electric or magnetic fields instead of current flow. They utilize basic building blocks called cells, which can form gates that implement Boolean functions. However, the design constraints for FCN circuits differ significantly from those for CMOS. One major challenge is that wires in FCN have to be realized as gates, i. e., they are constructed from cells and incur the same costs as gates. Additionally, all FCN technologies are fabricated on a single layer, e.g., a silicon surface, requiring all elements-gates and wires-to be placed within that same layer. Consequently, FCN employs special gates, called wire crossings, to enable signals to cross. While existing wirecrossing implementations are complex and were previously considered costly, initial efforts have aimed at minimizing their use. However, recent physical simulations and experiments on a quantum annealing platform have shown that currently used wire crossings in FCN significantly compromise signal stability, to the extent that circuits cannot function reliably. This work addresses that issue by introducing the first placement and routing algorithm that produces fully planar FCN circuits, eliminating the need for all wire crossings. For a comparative evaluation, a state-of-the-art placement and routing algorithm was also modified to enforce planarity. However, our proposed algorithm is more scalable and can handle inputs with up to $149 k$ gates, enabling it to process circuits that are $182 \times$ more complex than those handled by the modified state-of-theart algorithm.","2025-07-13","2026-07-02 19:57:59","2026-07-10 00:57:22","","649-654","","","","","","","","","","","","","","","","","","","","Journal Abbreviation: 2025 IEEE 25th International Conference on Nanotechnology (NANO)","","","","Scalability; Logic gates; Routing; Circuits; Quantum annealing; Silicon; Simulated annealing; Refining; Stability analysis; Wires","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2025 IEEE 25th International Conference on Nanotechnology (NANO)","","","","","","","","","","","","","","",""
"DLT59DU5","conferencePaper","2025","H. Higuchi; Y. Ito; K. Sakamoto; K. Fujii; J. W. Pedersen; A. Yoshikawa","A Quantum Algorithm for Nonlinear Electromagnetic Fluid Dynamics via Koopman-Von Neumann Linearization: 1D Numerical Evaluation Using Qulacs","2025 IEEE International Conference on Quantum Software (QSW)","","","10.1109/QSW67625.2025.00014","","We focus on the electromagnetic fluid dynamics governing plasmas and develop a quantum algorithm for nonlinear partial differential equations. Specifically, we apply Koopman-von Neumann (KvN) linearization to transform the electromagnetic fluid dynamics into a Schrödinger equation. The time evolution of this system is then computed using Hamiltonian simulation via Quantum Singular Value Transformation (QSVT). The proposed quantum algorithm has the potential to significantly reduce computational complexity compared to an ideal classical high-precision scheme, which scales as $O\left(N_{x}^{4}\right)$ where $N_{x}$ is the number of grid points per direction. By leveraging quantum computation, this complexity is reduced to $O\left(N_{x} \log N_{x}\right)$ offering a potential advantage in large-scale simulations. To assess the feasibility and performance of quantum computing in plasma simulations, we implement the proposed quantum algorithm and conduct numerical validations. Specifically, we present results for two test cases: one with a linear solution and the other with a nonlinear solution. As a result, the behavior of composite numerical errors arising from discretization, KvN, and QSVT is elucidated, demonstrating the effectiveness of the proposed quantum algorithm. The novelty of this study lies in the application of a promising quantum algorithm for nonlinear partial differential equations to plasma simulations, along with a concrete numerical evaluation of its computational performance. Furthermore, this work presents a novel direction by identifying a nonlinear, high- degree-of-freedom physical system that can be efficiently solved by a quantum algorithm under theoretical guarantees.","2025-07-07","2026-07-02 19:57:59","2026-07-10 00:58:23","","35-40","","","","","","","","","","","","","","","","","","","","Journal Abbreviation: 2025 IEEE International Conference on Quantum Software (QSW)","","","","Quantum computing; Quantum algorithm; Mathematical models; Electric potential; Object recognition; Computational complexity; Electromagnetics; Fluid dynamics; Hamiltonian simulation; Nonlinear partial differential equations; Partial differential equations; Plasma simulation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2025 IEEE International Conference on Quantum Software (QSW)","","","","","","","","","","","","","","",""
"IAAVSVKG","conferencePaper","2024","G. Belli; M. Mordacci; M. Amoretti","A Scalable Quantum Neural Network for Approximate Unitary Synthesis","2024 IEEE International Conference on Quantum Computing and Engineering (QCE)","","","10.1109/QCE60285.2024.10251","","In this work, scalable quantum neural networks are introduced to approximate unitary evolutions through the Standard Recursive Block Basis (SRBB) and, subsequently, redesigned with a reduced number of CNOTs. This algebraic approach to the problem of unitary synthesis exploits Lie algebras and their topological features to obtain a continuous parameterization of unitary operators. First, we implemented the recursive construction of the SRBB to provide a starting tool for quickly verifying the mathematical properties needed to guarantee the original scalability scheme, already known to the literature only from a theoretical point of view. Unexpectedly, 2-qubit systems emerge as a special case outside this scheme. Furthermore, we present a method to reduce the number of CNOT gates, thus deriving a new implementable scaling scheme, which requires only one single layer and whose performance has been tested with a variety of different unitary matrices via the PennyLane library.","2024-09-15","2026-07-02 19:57:59","2026-07-10 00:58:16","","49-54","","","02","","","","","","","","","","","","","","","","","Journal Abbreviation: 2024 IEEE International Conference on Quantum Computing and Engineering (QCE)","","","","Scalability; Quantum computing; Logic gates; Solids; Measurement; Libraries; Standards; Neural networks; Quantum Neural Network; Algebra; Approximate Unitary Synthesis; Approximation algorithms; Gate Synthesis; Lie Algebra; Parameterized Quantum Circuit; Variational Quantum Algorithm","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2024 IEEE International Conference on Quantum Computing and Engineering (QCE)","","","","","","","","","","","","","","",""
"UDMI5JSQ","journalArticle","2025","S. Li; X. Zhou; Y. Feng","Benchmarking Quantum Circuit Transformation With QKNOB Circuits","IEEE Transactions on Quantum Engineering","","2689-1808","10.1109/TQE.2025.3527399","","Current superconducting quantum devices impose strict connectivity constraints on quantum circuit execution, necessitating circuit transformation before executing quantum circuits on physical hardware. Numerous quantum circuit transformation (QCT) algorithms have been proposed. To enable faithful evaluation of state-of-the-art QCT algorithms, this article introduces qubit mapping benchmark with known near-optimality (QKNOB), a novel benchmark construction method for QCT. QKNOB circuits have built-in transformations with near-optimal (close to the theoretical optimum) swap count and depth overhead. QKNOB provides general and unbiased evaluation of QCT algorithms. Using QKNOB, we demonstrate that SABRE, the default Qiskit compiler, consistently achieves the best performance on the 53-qubit IBM Q Rochester and Google Sycamore devices for both swap count and depth objectives. Our results also reveal significant performance gaps relative to the near-optimal transformation costs of QKNOB. Our construction algorithm and benchmarks are open-source.","2025","2026-07-02 19:57:59","2026-07-10 01:01:35","","1-15","","","6","","IEEE Transactions on Quantum Engineering","","","","","","","","","","","","","","","","","","","Quantum circuit; Scalability; Logic gates; Performance evaluation; Benchmark testing; Qubit; Quantum mechanics; Costs; Approximation algorithms; Architecture; hardware/software co-design; performance optimization; placement; routing; Transforms","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"U259P523","journalArticle","2024","Q. Wang; J. Guan; J. Liu; Z. Zhang; M. Ying","New Quantum Algorithms for Computing Quantum Entropies and Distances","IEEE Transactions on Information Theory","","1557-9654","10.1109/TIT.2024.3399014","","We propose a series of quantum algorithms for computing a wide range of quantum entropies and distances, including the von Neumann entropy, quantum Rényi entropy, trace distance, and fidelity. The proposed algorithms significantly outperform the prior best (and even quantum) ones in the low-rank case, some of which achieve exponential speedups. In particular, for N-dimensional quantum states of rank r, our proposed quantum algorithms for computing the von Neumann entropy, trace distance and fidelity within additive error  $\varepsilon $  have time complexity of  $\tilde {O}(r/\varepsilon ^{2})$ ,  $\tilde {O}(r^{5}/\varepsilon ^{6})$  and  $\tilde {O}(r^{6.5}/\varepsilon ^{7.5})$ , respectively. By contrast, prior quantum algorithms for the von Neumann entropy and trace distance usually have time complexity  $\Omega (N)$ , and the prior best one for fidelity has time complexity  $\tilde {O}(r^{12.5}/\varepsilon ^{13.5})$ . The key idea of our quantum algorithms is to extend block-encoding from unitary operators in previous work to quantum states (i.e., density operators). It is realized by developing several convenient techniques to manipulate quantum states and extract information from them. The advantage of our techniques over the existing methods is that no restrictions on density operators are required; in sharp contrast, the previous methods usually require a lower bound on the minimal non-zero eigenvalue of density operators.","2024-08","2026-07-02 19:57:59","2026-07-10 01:01:12","","5653-5680","","8","70","","IEEE Transactions on Information Theory","","","","","","","","","","","","","","","","","","","Quantum state; Quantum computing; Computational modeling; Quantum algorithm; quantum algorithms; quantum fidelity; Complexity theory; Entropy; quantum entropy; Time complexity; trace distance","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KCIJJUTG","conferencePaper","2024","J. Klamroth; B. Beckert","Bounding Rounding Errors in the Simulation of Quantum Circuits","2024 IEEE International Conference on Quantum Software (QSW)","","","10.1109/QSW62656.2024.00024","","Quantum simulators are a ubiquitous part of quantum software development. This is especially true for the current NISQ-era but will probably remain true for a long time as error-free controlled testing is hardly possible on real devices. However, quantum simulators are implemented in classical languages and thus fall prey to rounding errors. We present bounds on these errors based on the number of gates and qubits alone. This can be crucial to rule out rounding errors prior to executing the circuit. Additionally, we show that these theoretical bounds are sufficient to essentially rule out relevant rounding errors for the simulation of small to medium-sized circuits and even for larger circuits under the assumption that only 1- and 2-qubit gates are used.","2024-07-07","2026-07-02 19:57:59","2026-07-10 00:58:40","","99-106","","","","","","","","","","","","","","","","","","","","Journal Abbreviation: 2024 IEEE International Conference on Quantum Software (QSW)","","","","Quantum circuit; Software; Software development management; Logic gates; Qubit; quantum simulation; Upper bound; Testing; error-bounds; floating-point arithmetic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2024 IEEE International Conference on Quantum Software (QSW)","","","","","","","","","","","","","","",""
"926VF8UJ","conferencePaper","2021","G. O’Brien; J. A. Clark","Using Genetic Improvement to Retarget quantum Software on Differing Hardware","2021 IEEE/ACM International Workshop on Genetic Improvement (GI)","","","10.1109/GI52543.2021.00015","","Quantum computers are rapidly developing to a point where they can solve problems faster than any classical computation. In addition, competing standards for languages, models and architectures are also being created. These standards are often bespoke and aimed at optimizing around a single algorithm or problem. This can make it very difficult to reuse these them should the original hardware become unavailable or obsolete. We demonstrate a method that can compile circuits more generally across hardware constraints with the use of a genetic improvement inspired search technique that includes a realistic model of the hardware. We show that this method is effective at selecting gates that can be more easily implemented and run compared to generic optimization. This method reduces the total chance of failure. To ensure that these results are practical, empirical results are generated using different IBM hardware and a selection of real algorithms.","2021-05-30","2026-07-02 19:57:59","2026-07-10 00:58:18","","31-38","","","","","","","","","","","","","","","","","","","","Journal Abbreviation: 2021 IEEE/ACM International Workshop on Genetic Improvement (GI)","","","","Software algorithms; Quantum circuit; Software; Computers; Hardware; Quantum Computing; Genetic Improvement; Genetics; Program Synthesis; Tools","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021 IEEE/ACM International Workshop on Genetic Improvement (GI)","","","","","","","","","","","","","","",""
"C8YL3XA3","conferencePaper","2025","M. Walter; J. Drewniok; R. Wille","The Operational Domain Explorer: A Comprehensive Framework to Unveil the Thermal Landscape of Silicon Dangling Bond Logic Beyond Conventional Operability","2025 IEEE 25th International Conference on Nanotechnology (NANO)","1944-9380","","10.1109/NANO63165.2025.11113672","","As Silicon Dangling Bond (SiDB) logic emerges as a promising beyond-CMOS computing paradigm, evaluating its robustness against fabrication imperfections and thermal noise becomes crucial. The Operational Domain framework provides a foundation for such assessments but overlooks key Figures of Merit (FoMs) such as temperature robustness, alternative input paradigms, and I/O integrity validation. This paper introduces new methodologies that extend operational domains to incorporate these factors, enabling a more comprehensive analysis of SiDB gate stability. Implemented in the open-source Operational Domain Explorer, these methods provide high-resolution robustness evaluations. Our results reveal that critical temperature domains exhibit highly uneven structures, previously thermally unstable gates can function at room temperature under specific material parameters, and enforcing I/O integrity significantly reduces temperature stability. By addressing these overlooked aspects, this work refines SiDB robustness evaluation and provides new insights into optimizing both simulation methodologies and fabrication strategies for more reliable SiDB-based computing architectures.","2025-07-13","2026-07-02 19:57:59","2026-07-10 01:00:27","","28-33","","","","","","","","","","","","","","","","","","","","Journal Abbreviation: 2025 IEEE 25th International Conference on Nanotechnology (NANO)","","","","Logic gates; Pins; Robustness; Silicon; Stability analysis; Fabrication; Temperature; Thermal analysis; Thermal noise; Thermal stability","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2025 IEEE 25th International Conference on Nanotechnology (NANO)","","","","","","","","","","","","","","",""
"6IP4KKF5","journalArticle","2023","D. Ferrari; S. Carretta; M. Amoretti","A Modular Quantum Compilation Framework for Distributed Quantum Computing","IEEE Transactions on Quantum Engineering","","2689-1808","10.1109/TQE.2023.3303935","","For most practical applications, quantum algorithms require large resources in terms of qubit number, much larger than those available with current noisy intermediate-scale quantum processors. With the network and communication functionalities provided by the quantum Internet, distributed quantum computing (DQC) is considered as a scalable approach for increasing the number of available qubits for computational tasks. For DQC to be effective and efficient, a quantum compiler must find the best partitioning for the quantum algorithm and then perform smart remote operation scheduling to optimize Einstein–Podolsky–Rosen (EPR) pair consumption. At the same time, the quantum compiler should also find the best local transformation for each partition. In this article, we present a modular quantum compilation framework for DQC that takes into account both network and device constraints and characteristics. We implemented and tested a quantum compiler based on the proposed framework with some circuits of interest, such as the VQE and QFT ones, considering different network topologies, with quantum processors characterized by heavy-hexagon coupling maps. We also devised a strategy for remote scheduling that can exploit both TeleGate and TeleData operations and tested the impact of using either only TeleGates or both. The evaluation results show that TeleData operations can have a positive impact on the number of consumed EPR pairs, depending on the characteristic of compiled circuit. Meanwhile, choosing a more connected network topology helps reduce the number of layers dedicated to remote operations.","2023","2026-07-02 19:57:59","2026-07-10 00:57:37","","1-13","","","4","","IEEE Transactions on Quantum Engineering","","","","","","","","","","","","","","","","","","","Quantum circuit; Quantum computing; Logic gates; Qubit; Program processors; Distributed quantum computing (DQC); Network topology; quantum compilation; quantum Internet","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FREAQ4N8","conferencePaper","2023","Y. Liu; C. Xu; S. Jin","Reinforcement Learning for Continuous Control: A Quantum Normalized Advantage Function Approach","2023 IEEE International Conference on Quantum Software (QSW)","","","10.1109/QSW59989.2023.00020","","In this study, we present a new approach to quantum reinforcement learning that can handle tasks with a range of continuous actions. Our method uses a quantum version of the classic normalized advantage function (QNAF), only needing the Q-value network created by a quantum neural network and avoiding any policy network. We implemented the method by TensorFlow framework. When tested against standard Gym benchmarks, QNAF outperforms classical NAF and prior quantum methods in terms of fewer adjustable parameters. Furthermore, it shows improved stability, reliably converging regardless of changes in initial random parameters.","2023-07-02","2026-07-02 19:58:00","2026-07-10 01:02:52","","83-87","","","","","","","","","","","","","","","","","","","","Journal Abbreviation: 2023 IEEE International Conference on Quantum Software (QSW)","","","","Quantum state; Software algorithms; Scalability; Quantum entanglement; Software; Reinforcement Learning; Computational efficiency; Parameterized Quantum Circuit; Continuous Action Space; Quantum Computation; Reinforcement learning","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2023 IEEE International Conference on Quantum Software (QSW)","","","","","","","","","","","","","","",""
